;2620
商务日语（贸易方向、管理方向）;5548
环境与安全;1261
计算机科学与技术（北大青鸟）;2983
电子电气工程系;3740
工商企业管理（生产管理方向）;1860
低压电器制造及应用;4432
涉外旅游（航空服务）;7477
信息安全技术（信息安全工程师方向）;5008
网络工程(云计算方向);5445
网络安全与执法;374
会计(涉外会计方向);1767
道路与桥梁工程;3338
知名海外院校衔接;3384
临床医学专业（培养方向：儿科学）;8034
电气自动化技术（工业电气方向）;8169
历史学（文化遗产与文化产业）;6231
材料化学生物实验班;4347
烹饪工艺与营养（中西面点工艺）;3296
司法助理（专科）;9249
数控加工技术;4974
会计(房地产开发与施工企业会计方向);3214
汽车商务;9364
种子生产与经营专业;3354
护理（儿科护理）;3636
人文科学试验班;141
医学影像技术(三年制);2061
现代教育技术(幼儿教育);1049
国际贸易实务（中澳合作）;4422
材料科学与工程专业（理科）;8547
游戏与动画设计;7760
水务工程;1456
商务英语(商务英语方向);6780
舞蹈编导;360
工商管理（跨国公司管理方向）;2614
工商管理（含国际合作班2+2,3+1等）;2630
计算机多媒体技术（办公自动化方向）;7353
服装与服饰设计（服饰品设计）;4357
管理科学与工程;218
市场营销（国际化人才培养创新试验点）;583
软件技术（3+证书）;7440
假肢矫形工程（人体康复工程与器械）;3434
计算机网络技术（电子网络营销方向）;5985
信息管理与信息系统（商学院）;1161
国际经济与贸易专业（本科）;5895
医药营销专业;1621
广告设计与制作（展示设计）;7734
国防工程与防护;4249
计算机科学与技术(软件工程方向);5801
高分子材料与工程（通用高分子材料）;2949
音乐学;330
网络工程（网络与新媒体）;7014
临床医学（医学博士学位）;7064
市场营销（二批）;5387
土木工程专业（道路与桥梁工程方向）;8913
会计电算化（会计师）;7577
文秘（专科）;5077
设施农业科学与工程（学制4年）;2246
工程测量技术（水利市政方向）;7437
数学与应用数学（统计与金融数学）;7261
计算机软件技术（北大青鸟集团软件工程师）;3328
数字媒体技术（中日合作办学项目）;4622
旅游管理（铁道运输方向）;8895
饭店管理;935
计算机图文设计与印刷;5170
　　房地产经营与估价;5511
工商管理(工程造价方向);2429
学前教育（专科）;8367
图形图像专业;2684
传播学;86
应用英语（英汉同声传译方向）;1840
光源与照明专业;1243
休闲服务与管理（高尔夫方向）专业;3300
市场营销（3+1.5中澳学分互认双学士学位）;7308
建筑装饰工程技术;735
美术学(中国画与数字艺术）;8379
数控（文、理兼收）;4991
机械设计制造与自动化;5173
计算机网络技术（北大青鸟网络工程师方向）;3121
商务策划管理;2328
公共关系（公关与文秘方向）;5617
艺术教育专业;8963
电气工程与自动化;273
环境工程;149
应用化学（药物分析与检测）;8373
营销与策划(广告方向);1680
汽车检测与维修技术（专科）;5940
初等教育﹙中文与社会方向、师范类﹚;5818
国际金融（中澳合作）;8989
室内设计技术;1669
儿童康复（听力语言康复方向）/计算机应用技术(四年制双专科);4070
救助与打捞工程专业;2464
中医学（5+3一体化）;3479
酒店物业管理;1914
康复治疗技术（专科）;1588
英语(师范);484
市场营销（化工方向）;4231
设施农业与工程;9345
焊接技术及自动化（焊接工艺方向）;8718
广播电视学（电视纪录片方向）;3532
　　汽车技术服务与营销;5513
地质工程（工程地质）;9070
软件工程（金融软件）;2540
应用英语（翻译方向）;7780
美术学（合作办学）;5885
会计（会计与统计核算方向）;7968
给排水工程;166
环境科学与工程系;4052
网络系统管理;721
涉外法务;1128
音乐学（空乘）;5353
药学（医院药学）;3886
旅游英语（涉外旅游与酒店管理）;8793
钳工、铆工;6660
舞蹈表演;1420
社会体育指导与管理;270
文秘管理;1616
建筑工程经济;946
信息安全;199
工商管理专业;5720
工商企业管理(中小企业管理方向）;6049
英语（旅游方向）;6257
物流工程技术;6079
　　酒店管理;5560
中国少数民族语言文学(彝汉双语);8635
城乡规划（三本）;9041
中医学吴棹仙班;8525
草业科学类（中外）;301
汽车运用技术(汽车电子技术方向);6453
马来语;7895
建筑工程管理（酒店工程管理方向）;5616
汉语（网络编辑方向）;8683
国际商务（泰达学院）;1166
信息管理和信息系统;8843
表演艺术(声乐方向);8885
材料成型及控制工程（模具设计）;3860
计算机控制技术(智能交通);7412
汉语言文学（三本）;9043
汽车检测与维修技术（华汽班）;6397
机械制造与自动化(游艺设备维护与管理);3546
材料成型与控制技术（铸造技术方向）;8717
软件工程（卓越班）;6917
武术;2070
人造板自动化生产技术;2690
钻井技术专业（理科）;8580
软件技术(苹果移动终端软件开发方向);3368
酿酒工程（学制4年）;2268
电子商务&lt;4952
学前专业;1115
工业设计(艺术设计);4261
环境保护与检测;1613
园艺技术（观赏园艺方向）;5994
历史学专业（师范、本科）;5902
新闻学专业（本科）;5935
音乐系;811
建筑电气工程技术(电气设计及自动化方向);3171
地质工程;222
软件工程（湖南大学联合培养班）;8481
通信工程(物联网方向)(校企合作办学);5392
音乐学专业（师范、本科）;5892
精细化学品生产技术（三年制）;1324
民航运输（机场运行指挥）;1225
学前教育（特殊教育方向）;4068
电子信息工程（教育部卓越工程师班）;6955
高分子材料应用技术（专科）;7242
艺术设计(环境艺术设计方向);569
英语教育(专科);1581
医学检验技术(三年制)省级教学改革项目;2062
心理学（免费师范）;8002
产品设计（纺织品艺术设计）;4356
城乡规划（学制4年）;2292
行政管理（人力资源管理方向）;6932
计算机网络与安全管理;2158
机械电子实验班;4348
电子科学与技术（微电子技术方向）;8429
经济学学士;3555
文化产业管理专业（舞蹈组织与策划）;630
现代农业技术;8790
针灸推拿学(英语);2995
小学教育专业（数学方向）;4760
计算机应用技术(信息技术及应用方向);5682
应用化学(化学分析与测试)(专科起点);1074
卫生信息管理专业;4490
交通运输（车辆工程）;3548
医学美容;4971
房屋建筑设计;1032
产品设计专业（家居用品设计方向）;654
医学实验技术专业;8027
电厂设备运行与维护（高压输配电线路施工运;7445
物流管理（国际物流）;8307
港口业务管理（港航商务管理）;7345
　　会计与审计;5505
机电设备维修与管理（邮政设备维护与管理方;1758
应用英语（含国际文化交流方向）;1884
影视表演;1813
土地资源管;7891
电子科学与技术（微电子技术）;8436
家政服务(涉外家政);4201
舞蹈表演(学前教育方向);8231
会计（司法会计方向）;1734
生物科学类(中外);2304
历史建筑保护工程;634
应用化工技术(电池制造技术);5973
护理学（蒙授理科）;2313
视觉传达设计专业（本科）;5925
哲学专业;8955
法律事务;414
艺术设计（景观建筑艺术设计）;7143
中國語言文學;9402
护理(涉外护理、助产士、普通护理方向);1854
艺术设计（设计管理）;2552
计算机多媒体技术（动漫）;678
朝鲜语（二批）;5410
市场营销(职业经理人、房地产营销方向);3212
化学工程与工艺专业（职教师资方向）;8900
法律事务专业（中小企业法务助理方向）;7954
行政管理专业（人力资源管理、城市管理与社会服务方向）;6958
应用英语（商务英语）（文理兼招）;4676
农业资源与环境;113
市场营销（市场营销管理）;7150
生物技术（生物制药，本科，理工类）;8134
会计专业---注册会计师;3342
现代企业管理（人力资源管理方向）;930
生物科学专业（师范，招收理工类考生）;8973
软件技术（云测试方向）;2407
旅游学院;994
船舶工程技术【焊接技术方向】;4938
　　动漫设计与制作（建筑漫游）;5517
知识产权特色班;5260
旅游工艺品设计与制作;1793
应用电子技术（智能电子方向）;7462
劳教管理;5606
机械设计制造及其自动化（含专升本）;5784
采购管理;697
湘绣设计与工艺;6817
电子信息工程技术(汽车电子技术方向);8173
软件工程专;4689
金融管理与实务（银行业务）;9285
生物制药（分子生物学——药物研制）（中外合作办学）;3831
食品工艺教育;4653
法学（金融法方向）;3529
法学;38
电子信息工程（嵌入式方向）;7852
汉语言文学（新闻采编）;7122
商务英语（三年制）;1326
商务英语（涉外英语）;6823
学前教育（师范）;567
小学教育(心理辅导)(专科起点);1069
环境科学（本科，理工类）;8112
应用心理学（人力资源开发与管理）;5718
物联网应用技术（轨道交通移动通信方向）;9290
五年制本科基础医学专业;540
金属材料工程;1450
井下作业技术;3073
电气工程及其自动化专业（网络工程方向）;8917
工业分析与检验（岩矿方向）;2740
信息显示与光电技术;2470
文秘（经理助理）;710
汉语国际教育（师范类）;6118
家政学;1273
现代殡仪技术与管理;3158
园林（景观设计）;6271
工程造价（注册造价师方向）;7318
计算机网络技术专业（网络营销方向）;6548
会计学（ACCA）;6358
医学营养（专科）;1594
藏医学（五年）;8528
视觉传达设计、环境设计;5414
旅游管理（青旅班）;4212
公路运输与管理;1106
应用英语（师范教育）;6822
中医学（定向）;8527
王维舟少数民族创新人才班（金融学）;8483
文秘（中英文秘书、商务秘书）;7678
美国管理会计师协会授权上海立信会计学院为;3766
电气工程及其自动化（二批）;5394
